kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"622035","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0503","2",23/08/2022,71400
"622035","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0503","2",01/09/2022,380962600
"622035","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0503","2",01/09/2022,6422356
"622035","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0503","2",05/09/2022,78247000
"622035","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0503","2",15/09/2022,52014950
"622035","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","0503","2",03/10/2022,91929900
"622035","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0503","2",07/12/2022,9315000
"622035","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0503","2",30/12/2022,1000000
"403835","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0151","2",03/01/2022,27001390
"403822","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0152","2",03/01/2022,5329290
"403835","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0151","2",01/02/2022,347455050
"403821","032","03212","511123","03212WA","2378","EBA","1","A","0","00000001","0152","2",01/02/2022,20360000
"403835","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0151","2",19/01/2022,125208562
"403835","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0151","2",15/02/2022,1295000
"403836","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","0152","2",17/02/2022,1200000
"427511","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0154","2",01/03/2022,894924020
"427511","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","0154","2",09/03/2022,35756200
"403835","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0151","2",08/03/2022,96029493
"626402","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0151","2",14/03/2022,64887355
"626402","032","03212","521219","03212WA","2378","EBD","1","A","0","00000001","0151","2",18/03/2022,846443
"427511","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0154","2",18/03/2022,6642372
"626402","032","03212","524111","03212WA","2378","EBA","1","A","0","00000001","0151","2",29/03/2022,11780000
"403821","032","03212","524111","03212WA","2378","EBA","1","A","0","00000001","0152","2",01/04/2022,30183261
"626402","032","03212","521241","03212WA","2378","EBD","1","A","0","00000001","0151","2",31/03/2022,2200000
"626402","032","03212","524111","03212DL","2375","AFA","1","A","0","00000001","0151","2",14/04/2022,4760000
"403821","032","03212","512411","03212WA","2378","EBA","1","A","0","00000001","0152","2",12/04/2022,1204971590
"427511","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0154","2",01/04/2022,48086880
"427511","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0154","2",05/04/2022,16649302
"626402","032","03212","511126","03212WA","2378","EBA","1","A","0","00000001","0151","2",06/04/2022,72420
"427511","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","0154","2",25/04/2022,44999850
"626402","032","03212","524111","03212WA","2378","EBD","1","A","0","00000001","0151","2",11/05/2022,4500500
"403821","032","03212","522112","03212WA","2378","EBA","1","A","0","00000001","0152","2",11/05/2022,105672
"403822","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0152","2",01/05/2022,2781
"403836","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0152","2",17/05/2022,5974200
"403836","032","03212","521219","03212WA","2378","EBC","2","A","0","00000001","0152","2",02/06/2022,17500000
"427511","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0154","2",01/06/2022,18267688
"626402","032","03212","524111","03212WA","2378","EBD","1","A","0","00000001","0151","2",31/05/2022,45517044
"626402","032","03212","524113","03212WA","2378","EBD","1","A","0","00000001","0151","2",30/05/2022,6165000
"427511","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0154","2",13/06/2022,166081498
"626402","032","03212","522111","03212WA","2378","EBA","1","A","0","00000001","0151","2",10/06/2022,98398742
"626402","032","03212","522151","03212DL","2376","AFA","1","A","0","00000001","0151","2",15/06/2022,1200000
"403821","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0152","2",01/08/2022,270267000
"403836","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0152","2",26/07/2022,29670000
"427511","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0154","2",05/08/2022,185000
"403821","032","03212","521111","03212WA","2378","EBA","1","A","0","00000001","0152","2",05/08/2022,27302960
