kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"427630","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","3351","2",24/05/2022,516000000
"634146","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","3351","2",06/06/2022,850000
"427630","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","3351","2",10/06/2022,300000
"634146","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","3351","2",14/06/2022,42532
"403837","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0209","2",10/03/2022,95000000
"403837","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","0209","2",12/04/2022,4292726
"403837","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0209","2",13/05/2022,98214228
"238762","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0511","2",14/02/2022,407040
"238762","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","0511","2",14/03/2022,1350000
"238762","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0511","2",01/03/2022,3917895
"238762","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0511","7",23/03/2022,-76
"238762","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0511","2",27/04/2022,5004
"238762","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0511","2",22/04/2022,7330000
"238762","032","03212","524119","03212DL","2375","SCC","2","A","0","00000001","0511","2",25/04/2022,660000
"238762","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0511","2",01/05/2022,1288487380
"238762","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0511","2",01/04/2022,255970000
"238762","032","03212","524111","03212DL","2375","QDD","2","A","0","00000001","0511","2",11/04/2022,1640000
"238762","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0511","2",17/05/2022,1430000
"238762","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0511","2",01/06/2022,21216
"238762","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","0511","2",24/06/2022,6300000
"403820","032","03212","524111","03212WA","2378","EBC","2","A","0","00000001","2007","2",02/02/2022,2970600
"352595","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2007","2",03/01/2022,540000
"403820","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","2007","2",18/03/2022,55150
"352595","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","2007","2",07/04/2022,12380960
"352595","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","2007","2",18/04/2022,4169500
